INCIDENT NUMBER,OFFENSE CODE,OFFENSE CODE GROUP,OFFENSE DESCRIPTION,DISTRICT,REPORTING AREA,SHOOTING,OCCURRED ON DATE,Hour,YEAR,MONTH,DAY OF WEEK,UCR PART,STREET,LAT,LONG,Location
I162025226,01402,Vandalism,VANDALISM,E13,637,,03/31/2016 01:00:00 PM,13,2016,3,Thursday,Part Two,BOYLSTON ST,42.31858074,-71.1098989,"(42.31858074, -71.1098989)"
I162080737,00801,Simple Assault,ASSAULT - SIMPLE,D14,793,,10/02/2016 06:15:00 PM,18,2016,10,Sunday,Part Two,BRAINERD RD,42.34654105,-71.13514595,"(42.34654105, -71.13514595)"
I162060698,01402,Vandalism,VANDALISM,C11,363,,07/21/2016 11:00:00 PM,23,2016,7,Thursday,Part Two,REDWOOD ST,42.29292924,-71.06119827,"(42.29292924, -71.06119827)"
I162003062,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,286,,01/12/2016 02:32:00 AM,2,2016,1,Tuesday,Part Two,RUGGLES ST,42.334912,-71.088464,"(42.334912, -71.088464)"
I162049305,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,195,,06/21/2016 05:06:00 PM,17,2016,6,Tuesday,Part Two,OLD COLONY AVE,42.33465899,-71.05505448,"(42.33465899, -71.05505448)"
I162024915,01402,Vandalism,VANDALISM,B3,458,,03/31/2016 04:00:00 PM,16,2016,3,Thursday,Part Two,HEWINS ST,42.30301051,-71.0818306,"(42.30301051, -71.0818306)"
I162035289,00423,Aggravated Assault,ASSAULT - AGGRAVATED,D14,768,,05/06/2016 12:04:00 PM,12,2016,5,Friday,Part One,N BEACON ST,42.3572303,-71.15321998,"(42.3572303, -71.15321998)"
I162046112,01402,Vandalism,VANDALISM,B3,450,,06/10/2016 10:00:00 PM,22,2016,6,Friday,Part Two,TALBOT AVE,42.29072142,-71.07373385,"(42.29072142, -71.07373385)"
I162050736,01402,Vandalism,VANDALISM,C6,914,,06/26/2016 09:38:00 AM,9,2016,6,Sunday,Part Two,OLD COLONY AVE,42.32557398,-71.0524813,"(42.32557398, -71.0524813)"
I162005536,00371,Robbery,ROBBERY - HOME INVASION,E5,563,,01/21/2016 08:15:00 AM,8,2016,1,Thursday,Part One,GRANFIELD AVE,42.28968383,-71.12256982,"(42.28968383, -71.12256982)"
I162025217,01402,Vandalism,VANDALISM,B2,566,,04/01/2016 01:58:00 PM,13,2016,4,Friday,Part Two,BLUE HILL AVE,42.30339064,-71.08527238,"(42.30339064, -71.08527238)"
I162031482,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,462,,04/23/2016 01:10:00 PM,13,2016,4,Saturday,Part Two,BOWDOIN ST,42.30154274,-71.07201939,"(42.30154274, -71.07201939)"
I162063934,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,328,,08/09/2016 02:29:00 PM,14,2016,8,Tuesday,Part Two,LAWRENCE AVE,42.31136222,-71.07582056,"(42.31136222, -71.07582056)"
I162079134,01402,Vandalism,VANDALISM,B2,909,,09/27/2016 01:39:00 PM,13,2016,9,Tuesday,Part Two,TREMONT ST,42.3346705,-71.088934,"(42.3346705, -71.088934)"
I162013781,00423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,330,,02/21/2016 11:27:00 AM,11,2016,2,Sunday,Part One,WASHINGTON ST,42.30775024,-71.08273084,"(42.30775024, -71.08273084)"
I162011764,01402,Vandalism,VANDALISM,E13,912,,02/12/2016 04:00:00 PM,16,2016,2,Friday,Part Two,HEATH ST,42.32513051,-71.09940815,"(42.32513051, -71.09940815)"
I162076987,00727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,A1,77,,07/01/2016 01:45:00 PM,13,2016,7,Friday,Part One,CONGRESS ST,42.36139413,-71.0576869,"(42.36139413, -71.0576869)"
I162054219,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,A15,900,,07/08/2016 04:44:00 AM,4,2016,7,Friday,Part One,WALFORD WAY,42.37807304,-71.05457377,"(42.37807304, -71.05457377)"
I162050390,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,908,,06/24/2016 10:59:53 PM,22,2016,6,Friday,Part Two,FRANKLIN HILL AVE,42.29490954,-71.09019249,"(42.29490954, -71.09019249)"
I162019802,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,620,,03/14/2016 02:07:00 AM,2,2016,3,Monday,Part Two,MASSACHUSETTS AVE,42.34569518,-71.08695736,"(42.34569518, -71.08695736)"
I162024518,01402,Vandalism,VANDALISM,B2,294,,03/29/2016 11:00:00 AM,11,2016,3,Tuesday,Part Two,ALPINE ST,42.32545165,-71.08677983,"(42.32545165, -71.08677983)"
I162032038,00801,Simple Assault,ASSAULT - SIMPLE,C11,388,,04/25/2016 10:23:00 AM,10,2016,4,Monday,Part Two,ADAMS ST,42.27230624,-71.06721386,"(42.27230624, -71.06721386)"
I162007758,01402,Vandalism,VANDALISM,A1,123,,01/29/2016 01:23:00 PM,13,2016,1,Friday,Part Two,WASHINGTON ST,42.34997256,-71.06348817,"(42.34997256, -71.06348817)"
I162046290,01402,Vandalism,VANDALISM,B3,469,,06/12/2016 12:56:00 AM,0,2016,6,Sunday,Part Two,TENNIS RD,42.27615691,-71.09550303,"(42.27615691, -71.09550303)"
I162002619,00542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,E5,721,,01/09/2016 12:00:00 AM,0,2016,1,Saturday,Part One,SPRING ST,42.27621405,-71.16651219,"(42.27621405, -71.16651219)"
I162025157,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,D14,796,,04/01/2016 11:27:00 AM,11,2016,4,Friday,Part Two,COMMONWEALTH AVE,42.35073963,-71.13047909,"(42.35073963, -71.13047909)"
I162043453,01402,Vandalism,VANDALISM,C6,936,,06/02/2016 07:55:00 PM,19,2016,6,Thursday,Part Two,D ST,42.3373198,-71.05257179,"(42.3373198, -71.05257179)"
I162032905,01402,Vandalism,VANDALISM,A7,26,,04/27/2016 10:15:00 PM,22,2016,4,Wednesday,Part Two,BORDER ST,42.38229155,-71.04036424,"(42.38229155, -71.04036424)"
I162008246,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,418,,01/31/2016 08:30:00 AM,8,2016,1,Sunday,Part Two,CAPEN ST,42.28215721,-71.0799328,"(42.28215721, -71.0799328)"
I162070704,01402,Vandalism,VANDALISM,B2,588,,08/30/2016 10:50:00 PM,22,2016,8,Tuesday,Part Two,GURNEY ST,42.33201285,-71.09598982,"(42.33201285, -71.09598982)"
I162059705,01402,Vandalism,VANDALISM,B2,297,,07/26/2016 12:00:00 AM,0,2016,7,Tuesday,Part Two,KENSINGTON PARK,42.32171349,-71.08260822,"(42.32171349, -71.08260822)"
I162027354,01402,Vandalism,VANDALISM,A1,120,,04/08/2016 10:52:00 PM,22,2016,4,Friday,Part Two,PARK PLZ,42.35162789,-71.0686641,"(42.35162789, -71.0686641)"
I162006782,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,115,,01/26/2016 05:45:00 AM,5,2016,1,Tuesday,Part One,KNEELAND ST,42.34974111,-71.05801618,"(42.34974111, -71.05801618)"
I162066405,00423,Aggravated Assault,ASSAULT - AGGRAVATED,E13,912,,08/17/2016 03:30:00 AM,3,2016,8,Wednesday,Part One,LAMARTINE ST,42.32214915,-71.10091019,"(42.32214915, -71.10091019)"
I162017712,00423,Aggravated Assault,ASSAULT - AGGRAVATED,A1,102,,03/06/2016 03:54:00 PM,15,2016,3,Sunday,Part One,WINTER ST,42.35602373,-71.06177615,"(42.35602373, -71.06177615)"
I162021072,01402,Vandalism,VANDALISM,C11,823,,03/17/2016 10:00:00 PM,22,2016,3,Thursday,Part Two,DOWNER AVE,42.31154172,-71.06122543,"(42.31154172, -71.06122543)"
I162029225,01402,Vandalism,VANDALISM,E18,516,,04/13/2016 01:14:00 PM,13,2016,4,Wednesday,Part Two,TRUMAN PKWY,42.25127804,-71.12019402,"(42.25127804, -71.12019402)"
I162051298,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,E18,481,,06/28/2016 12:40:00 PM,12,2016,6,Tuesday,Part Two,CUMMINS HWY,42.26962952,-71.09716334,"(42.26962952, -71.09716334)"
I162026721,01402,Vandalism,VANDALISM,C11,356,,04/06/2016 10:39:00 PM,22,2016,4,Wednesday,Part Two,CHARLES ST,42.30014431,-71.06337934,"(42.30014431, -71.06337934)"
I162004664,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,61,,01/17/2016 11:14:00 PM,23,2016,1,Sunday,Part Two,LEGENDS WAY,42.36643546,-71.06135413,"(42.36643546, -71.06135413)"
I162048078,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,456,,06/15/2016 12:00:00 PM,12,2016,6,Wednesday,Part One,HARRISON AVE,42.33401829,-71.07638124,"(42.33401829, -71.07638124)"
I162057996,00423,Aggravated Assault,ASSAULT - AGGRAVATED,C11,332,,07/21/2016 02:33:00 AM,2,2016,7,Thursday,Part One,PAYSON AVE,42.31396145,-71.06685455,"(42.31396145, -71.06685455)"
I162035353,00423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,428,,05/06/2016 08:53:00 PM,20,2016,5,Friday,Part One,WILDWOOD ST,42.28236818,-71.08972869,"(42.28236818, -71.08972869)"
I162045555,01402,Vandalism,VANDALISM,B2,276,,05/29/2016 01:05:00 PM,13,2016,5,Sunday,Part Two,DEWITT DR,42.33407685,-71.08356424,"(42.33407685, -71.08356424)"
I162021631,01402,Vandalism,VANDALISM,B2,318,,03/20/2016 02:32:00 AM,2,2016,3,Sunday,Part Two,HOMESTEAD ST,42.31127726,-71.08909334,"(42.31127726, -71.08909334)"
I162027745,01402,Vandalism,VANDALISM,B2,587,,04/10/2016 11:26:00 AM,11,2016,4,Sunday,Part Two,DELLE AVE,42.33162406,-71.10013009,"(42.33162406, -71.10013009)"
I162074923,00562,Other Burglary,BURGLARY - OTHER - NO FORCE,E5,562,,09/13/2016 11:00:00 PM,23,2016,9,Tuesday,Part One,FIRTH RD,42.2878937,-71.12457277,"(42.2878937, -71.12457277)"
I162059354,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,138,,07/25/2016 02:52:00 PM,14,2016,7,Monday,Part Two,BOYLSTON ST,42.34901954,-71.08130134,"(42.34901954, -71.08130134)"
I162054989,01402,Vandalism,VANDALISM,D4,,,07/10/2016 07:00:00 AM,7,2016,7,Sunday,Part Two,,,,"(0E-8, 0E-8)"
I162047172,00301,Robbery,ROBBERY - STREET,B2,319,,06/14/2016 09:00:00 PM,21,2016,6,Tuesday,Part One,MAPLE ST,42.30674757,-71.08738785,"(42.30674757, -71.08738785)"
I162057687,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,133,,07/19/2016 11:44:00 PM,23,2016,7,Tuesday,Part Two,DARTMOUTH ST,42.35089055,-71.0777336,"(42.35089055, -71.0777336)"
I162008690,01402,Vandalism,VANDALISM,C11,337,,02/01/2016 04:30:00 PM,16,2016,2,Monday,Part Two,DAVIDSON AVE,42.30633571,-71.07060386,"(42.30633571, -71.07060386)"
I162004137,01415,Vandalism,GRAFFITI,B3,439,,01/15/2016 08:11:00 PM,20,2016,1,Friday,Part Two,TALBOT AVE,42.29268711,-71.08038427,"(42.29268711, -71.08038427)"
I162038400,01402,Vandalism,VANDALISM,D4,273,,05/16/2016 10:00:00 PM,22,2016,5,Monday,Part Two,MASSACHUSETTS AVE,42.33825572,-71.07920918,"(42.33825572, -71.07920918)"
I162079686,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,D14,938,,09/29/2016 11:45:00 AM,11,2016,9,Thursday,Part Two,JETTE CT,42.3468275,-71.14319087,"(42.3468275, -71.14319087)"
I162029723,00542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,E5,691,,04/16/2016 10:30:00 PM,22,2016,4,Saturday,Part One,CENTRE ST,42.28720749,-71.14938022,"(42.28720749, -71.14938022)"
I162031881,00423,Aggravated Assault,ASSAULT - AGGRAVATED,C11,402,,04/24/2016 06:48:00 PM,18,2016,4,Sunday,Part One,BAILEY ST,42.2834045,-71.07010617,"(42.2834045, -71.07010617)"
I162017571,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E13,639,,03/05/2016 11:57:00 PM,23,2016,3,Saturday,Part One,GREEN ST,42.31210386,-71.1108224,"(42.31210386, -71.1108224)"
I162070156,01402,Vandalism,VANDALISM,B2,280,,08/29/2016 07:45:00 AM,7,2016,8,Monday,Part Two,WARREN ST,42.33048674,-71.08312052,"(42.33048674, -71.08312052)"
I162040010,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,565,,05/22/2016 03:54:00 PM,15,2016,5,Sunday,Part Two,GREENOCK ST,42.29105051,-71.09122374,"(42.29105051, -71.09122374)"
I162064848,00727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,D4,155,,08/11/2016 02:55:00 PM,14,2016,8,Thursday,Part One,MASSACHUSETTS AVE,42.33998273,-71.080974,"(42.33998273, -71.080974)"
I162015934,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),A7,35,,02/29/2016 12:15:00 AM,0,2016,2,Monday,Other,S BREMEN ST,42.36780297,-71.03943328,"(42.36780297, -71.03943328)"
I162070791,01402,Vandalism,VANDALISM,A15,900,,08/30/2016 09:00:00 PM,21,2016,8,Tuesday,Part Two,COREY ST,42.37811572,-71.05611385,"(42.37811572, -71.05611385)"
I162057260,01402,Vandalism,VANDALISM,,,,07/18/2016 02:30:00 PM,14,2016,7,Monday,Part Two,,42.33929616,-71.08326622,"(42.33929616, -71.08326622)"
I162046810,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B3,456,,06/13/2016 05:31:00 PM,17,2016,6,Monday,Part One,GREENWOOD ST,42.30262129,-71.07918399,"(42.30262129, -71.07918399)"
I162055253,01402,Vandalism,VANDALISM,B3,468,,07/11/2016 08:30:00 AM,8,2016,7,Monday,Part Two,HAZLETON ST,42.27997063,-71.09553354,"(42.27997063, -71.09553354)"
I162041187,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,389,,05/26/2016 12:42:00 PM,12,2016,5,Thursday,Part Two,ADAMS ST,42.2800362,-71.05894128,"(42.2800362, -71.05894128)"
I162080868,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,330,,10/03/2016 07:48:00 AM,7,2016,10,Monday,Part Two,BLUE HILL AVE,42.30703587,-71.08410227,"(42.30703587, -71.08410227)"
I162030988,01402,Vandalism,VANDALISM,E18,486,,04/21/2016 02:05:00 PM,14,2016,4,Thursday,Part Two,RUSKINDALE RD,42.26744227,-71.10557635,"(42.26744227, -71.10557635)"
I162066119,00724,Auto Theft,AUTO THEFT,A1,,,08/16/2016 11:31:00 AM,11,2016,8,Tuesday,Part One,,,,"(0E-8, 0E-8)"
I162014367,01402,Vandalism,VANDALISM,B3,463,,02/22/2016 12:00:00 PM,12,2016,2,Monday,Part Two,WILBERT RD,42.29406247,-71.09004553,"(42.29406247, -71.09004553)"
I162013809,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,657,,02/20/2016 11:15:00 AM,11,2016,2,Saturday,Part One,CENTRE ST,42.30098889,-71.12708146,"(42.30098889, -71.12708146)"
I162006754,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,329,,01/25/2016 10:33:00 PM,22,2016,1,Monday,Part Two,WASHINGTON ST,42.30576686,-71.08097517,"(42.30576686, -71.08097517)"
I162001808,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,164,,01/07/2016 01:28:00 PM,13,2016,1,Thursday,Part Two,WASHINGTON ST,42.3422157,-71.06780594,"(42.3422157, -71.06780594)"
I162079978,01402,Vandalism,VANDALISM,A7,34,,09/29/2016 08:30:00 PM,20,2016,9,Thursday,Part Two,WEBSTER ST,42.36585686,-71.03502872,"(42.36585686, -71.03502872)"
I162041316,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,476,Y,05/26/2016 07:29:00 PM,19,2016,5,Thursday,Part One,BLUE HILL AVE,42.27065695,-71.09377841,"(42.27065695, -71.09377841)"
I162053365,00521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,E18,489,,07/05/2016 12:52:00 PM,12,2016,7,Tuesday,Part One,OAKWOOD ST,42.26880785,-71.11042949,"(42.26880785, -71.11042949)"
I162077238,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,C11,336,,09/21/2016 02:30:00 AM,2,2016,9,Wednesday,Part One,HAMILTON ST,42.30964232,-71.07164922,"(42.30964232, -71.07164922)"
I162018247,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,28,,03/08/2016 02:26:00 PM,14,2016,3,Tuesday,Part Two,GOVE ST,42.37194136,-71.03816414,"(42.37194136, -71.03816414)"
I162042786,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,904,,05/31/2016 05:41:00 PM,17,2016,5,Tuesday,Part Two,ZEIGLER ST,42.32924494,-71.08200715,"(42.32924494, -71.08200715)"
I162053750,00301,Robbery,ROBBERY - STREET,A1,121,,07/06/2016 02:27:00 PM,14,2016,7,Wednesday,Part One,STUART ST,42.35106637,-71.06549569,"(42.35106637, -71.06549569)"
I162051693,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,146,,06/24/2016 01:50:00 PM,13,2016,6,Friday,Part Two,W NEWTON ST,42.34451294,-71.08049717,"(42.34451294, -71.08049717)"
I162002174,00521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,E18,522,,01/08/2016 04:25:00 PM,16,2016,1,Friday,Part One,DANA AVE,42.25326734,-71.12385963,"(42.25326734, -71.12385963)"
I162035462,01402,Vandalism,VANDALISM,C11,399,,05/06/2016 07:00:00 PM,19,2016,5,Friday,Part Two,WALTON ST,42.28734179,-71.06971443,"(42.28734179, -71.06971443)"
I162022262,01402,Vandalism,VANDALISM,C11,395,,03/22/2016 12:20:00 PM,12,2016,3,Tuesday,Part Two,DORCHESTER AVE,42.28353799,-71.06492001,"(42.28353799, -71.06492001)"
I162008300,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,760,,01/30/2016 08:00:00 PM,20,2016,1,Saturday,Part One,OAK SQUARE AVE,42.35094353,-71.16377184,"(42.35094353, -71.16377184)"
I162009392,00724,Auto Theft,AUTO THEFT,E5,561,,02/03/2016 09:30:00 PM,21,2016,2,Wednesday,Part One,CUMMINS HWY,42.28271779,-71.12376104,"(42.28271779, -71.12376104)"
I162079145,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,356,,09/27/2016 01:53:00 PM,13,2016,9,Tuesday,Part Two,FAULKNER CIR,42.2996355,-71.06168821,"(42.2996355, -71.06168821)"
I162014491,01402,Vandalism,VANDALISM,A15,54,,02/23/2016 07:49:00 PM,19,2016,2,Tuesday,Part Two,BARTLETT ST,42.37912133,-71.06595261,"(42.37912133, -71.06595261)"
I162017931,00724,Auto Theft,AUTO THEFT,B2,,,03/07/2016 06:00:00 AM,6,2016,3,Monday,Part One,,,,"(0E-8, 0E-8)"
I162073961,01402,Vandalism,VANDALISM,C11,461,,09/10/2016 11:22:00 PM,23,2016,9,Saturday,Part Two,ROSSETER ST,42.30334343,-71.07416742,"(42.30334343, -71.07416742)"
I162005661,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,456,,01/21/2016 04:32:00 PM,16,2016,1,Thursday,Part Two,HARLEM ST,42.30021684,-71.0809794,"(42.30021684, -71.0809794)"
I162030173,00301,Robbery,ROBBERY - STREET,C6,914,,04/18/2016 09:44:00 PM,21,2016,4,Monday,Part One,HENRY STERLING SQ,42.32692215,-71.05447525,"(42.32692215, -71.05447525)"
I162049154,00724,Auto Theft,AUTO THEFT,B3,475,,06/21/2016 09:50:35 AM,9,2016,6,Tuesday,Part One,CUMMINS HWY,42.27043477,-71.10005783,"(42.27043477, -71.10005783)"
I162028299,00724,Auto Theft,AUTO THEFT,B2,311,,04/12/2016 12:12:00 PM,12,2016,4,Tuesday,Part One,WARREN ST,42.31978168,-71.08138665,"(42.31978168, -71.08138665)"
I162007932,01402,Vandalism,VANDALISM,C11,340,,01/30/2016 01:21:00 AM,1,2016,1,Saturday,Part Two,DRAPER ST,42.30540715,-71.06547135,"(42.30540715, -71.06547135)"
I162059192,00301,Robbery,ROBBERY - STREET,,,,07/25/2016 02:11:00 AM,2,2016,7,Monday,Part One,,42.33842095,-71.0820092,"(42.33842095, -71.0820092)"
I162013794,01402,Vandalism,VANDALISM,A1,87,,02/21/2016 03:00:00 AM,3,2016,2,Sunday,Part Two,NORTH ST,42.3654038,-71.0517123,"(42.3654038, -71.0517123)"
I162050128,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,,,,06/24/2016 04:38:00 AM,4,2016,6,Friday,Part One,,42.34523838,-71.09535481,"(42.34523838, -71.09535481)"
I162002082,01402,Vandalism,VANDALISM,E13,565,,01/08/2016 11:40:00 AM,11,2016,1,Friday,Part Two,FOREST HILLS AVE,42.29833262,-71.10768964,"(42.29833262, -71.10768964)"
I162005545,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,23,,01/13/2016 07:30:00 AM,7,2016,1,Wednesday,Part Two,MARION ST,42.37756074,-71.03688126,"(42.37756074, -71.03688126)"
I162003619,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B3,417,,01/14/2016 02:00:00 AM,2,2016,1,Thursday,Part One,FULLER ST,42.28154388,-71.07350542,"(42.28154388, -71.07350542)"
I162038957,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,355,,05/18/2016 09:39:00 PM,21,2016,5,Wednesday,Part One,PARK ST,42.29878438,-71.06011998,"(42.29878438, -71.06011998)"
I162042618,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,627,,05/31/2016 11:17:00 AM,11,2016,5,Tuesday,Part Two,YAWKEY WAY,42.3465382,-71.09880598,"(42.3465382, -71.09880598)"
I162057764,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B3,444,,07/19/2016 11:59:00 PM,23,2016,7,Tuesday,Other,WALES ST,42.29752097,-71.08502291,"(42.29752097, -71.08502291)"
I162009108,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,427,,02/03/2016 07:15:00 AM,7,2016,2,Wednesday,Part Two,BLUE HILL AVE,42.27331888,-71.09348032,"(42.27331888, -71.09348032)"
I162005394,01402,Vandalism,VANDALISM,E13,582,,01/20/2016 05:03:00 PM,17,2016,1,Wednesday,Part Two,ROUND HILL ST,42.32350738,-71.10485922,"(42.32350738, -71.10485922)"
I162022172,00311,Robbery,ROBBERY - COMMERCIAL,A7,22,,03/22/2016 08:38:00 AM,8,2016,3,Tuesday,Part One,BENNINGTON ST,42.3764438,-71.03474021,"(42.3764438, -71.03474021)"
I162080755,00301,Robbery,ROBBERY - STREET,A1,98,,10/02/2016 08:37:00 PM,20,2016,10,Sunday,Part One,WASHINGTON ST,42.35724324,-71.05849672,"(42.35724324, -71.05849672)"
I162048168,01402,Vandalism,VANDALISM,D14,811,,06/17/2016 06:30:00 AM,6,2016,6,Friday,Part Two,WESTERN AVE,42.36315258,-71.13177273,"(42.36315258, -71.13177273)"
I162017144,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,,,03/04/2016 11:30:00 AM,11,2016,3,Friday,Part Two,,,,"(0E-8, 0E-8)"
I162022385,00361,Robbery,ROBBERY - OTHER,B2,326,,03/22/2016 07:50:00 PM,19,2016,3,Tuesday,Part One,FERNBORO ST,42.31186553,-71.07668603,"(42.31186553, -71.07668603)"
I162076210,01402,Vandalism,VANDALISM,D14,,,09/17/2016 07:00:00 PM,19,2016,9,Saturday,Part Two,,,,"(0E-8, 0E-8)"
I162021886,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,308,Y,03/21/2016 03:07:00 AM,3,2016,3,Monday,Part One,HUMBOLDT AVE,42.31788029,-71.0862988,"(42.31788029, -71.0862988)"
I162036100,01402,Vandalism,VANDALISM,B2,612,,04/17/2016 06:20:00 AM,6,2016,4,Sunday,Part Two,HUNTINGTON AVE,42.33507724,-71.10262612,"(42.33507724, -71.10262612)"
I162066346,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,300,,08/16/2016 10:10:00 PM,22,2016,8,Tuesday,Part One,CEDAR ST,42.32541109,-71.09141411,"(42.32541109, -71.09141411)"
I162003485,00801,Simple Assault,ASSAULT - SIMPLE,B3,456,,01/13/2016 02:35:00 PM,14,2016,1,Wednesday,Part Two,GREENWOOD ST,42.30175909,-71.0795516,"(42.30175909, -71.0795516)"
I162043219,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,,,06/02/2016 01:25:00 AM,1,2016,6,Thursday,Part Two,,,,"(0E-8, 0E-8)"
I162064719,01402,Vandalism,VANDALISM,C11,402,,08/11/2016 08:27:00 PM,20,2016,8,Thursday,Part Two,BAILEY ST,42.2834045,-71.07010617,"(42.2834045, -71.07010617)"
I162036805,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,B2,267,,05/11/2016 05:32:00 PM,17,2016,5,Wednesday,Part One,VINE ST,42.3263011,-71.07764919,"(42.3263011, -71.07764919)"
I162011010,01415,Vandalism,GRAFFITI,A7,24,,02/10/2016 06:22:00 PM,18,2016,2,Wednesday,Part Two,TRENTON ST,42.37887838,-71.03643423,"(42.37887838, -71.03643423)"
I162024078,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,623,,03/28/2016 10:46:00 PM,22,2016,3,Monday,Part Two,NEWBURY ST,42.34805092,-71.09389963,"(42.34805092, -71.09389963)"
I162040631,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,329,,05/24/2016 04:02:00 PM,16,2016,5,Tuesday,Part Two,WASHINGTON ST,42.30576686,-71.08097517,"(42.30576686, -71.08097517)"
I162000391,01402,Vandalism,VANDALISM,C11,255,,01/02/2016 05:59:00 AM,5,2016,1,Saturday,Part Two,ROACH ST,42.31081204,-71.05903721,"(42.31081204, -71.05903721)"
I162015261,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D4,137,,02/26/2016 12:39:00 PM,12,2016,2,Friday,Part One,COMMONWEALTH AVE,42.35023814,-71.08356549,"(42.35023814, -71.08356549)"
I162032093,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,472,,04/25/2016 01:19:00 PM,13,2016,4,Monday,Part Two,BROCKTON ST,42.2703642,-71.09949286,"(42.2703642, -71.09949286)"
I162028733,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,A15,51,,04/13/2016 03:41:00 PM,15,2016,4,Wednesday,Part Two,RUTHERFORD AVE,42.38200717,-71.07217141,"(42.38200717, -71.07217141)"
I162045522,00724,Auto Theft,AUTO THEFT,B3,472,,06/09/2016 01:30:00 PM,13,2016,6,Thursday,Part One,ALMONT ST,42.2752767,-71.09554245,"(42.2752767, -71.09554245)"
I162037597,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,402,,05/14/2016 10:00:00 AM,10,2016,5,Saturday,Part Two,FULLER ST,42.28368807,-71.06587898,"(42.28368807, -71.06587898)"
I162012288,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,771,,02/15/2016 11:09:00 PM,23,2016,2,Monday,Part One,EASTBURN ST,42.34793774,-71.15676006,"(42.34793774, -71.15676006)"
