INCIDENT NUMBER,OFFENSE CODE,OFFENSE CODE GROUP,OFFENSE DESCRIPTION,DISTRICT,REPORTING AREA,SHOOTING,OCCURRED ON DATE,Hour,YEAR,MONTH,DAY OF WEEK,UCR PART,STREET,LAT,LONG,Location
I162068885,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,194,,08/24/2016 10:14:00 PM,22,2016,8,Wednesday,Part One,SAYWARD PL,42.33165834,-71.05636876,"(42.33165834, -71.05636876)"
I162000469,00724,Auto Theft,AUTO THEFT,A1,127,,01/01/2016 02:30:00 AM,2,2016,1,Friday,Part One,TREMONT ST,42.34855133,-71.06702716,"(42.34855133, -71.06702716)"
I162030448,00617,Larceny,LARCENY THEFT FROM BUILDING,E13,509,,04/19/2016 01:00:00 PM,13,2016,4,Tuesday,Part One,WELD HILL ST,42.29797339,-71.1124974,"(42.29797339, -71.1124974)"
I162033260,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,305,,04/29/2016 02:45:00 PM,14,2016,4,Friday,Part One,WALNUT AVE,42.32101261,-71.08587919,"(42.32101261, -71.08587919)"
I162079463,00613,Larceny,LARCENY SHOPLIFTING,C11,350,,09/28/2016 12:53:00 PM,12,2016,9,Wednesday,Part One,DORCHESTER AVE,42.30254239,-71.0595669,"(42.30254239, -71.0595669)"
I162036168,00301,Robbery,ROBBERY - STREET,E18,501,,05/09/2016 06:04:00 PM,18,2016,5,Monday,Part One,AMERICAN LEGION HWY,42.28223742,-71.11516861,"(42.28223742, -71.11516861)"
I162040355,00617,Larceny,LARCENY THEFT FROM BUILDING,E5,672,,05/20/2016 10:30:00 PM,22,2016,5,Friday,Part One,SOUTH ST,42.28878014,-71.13438128,"(42.28878014, -71.13438128)"
I162067848,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,604,,08/21/2016 07:10:00 PM,19,2016,8,Sunday,Part One,WAIT ST,42.33114257,-71.10680152,"(42.33114257, -71.10680152)"
I162076230,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,152,,09/18/2016 10:01:00 AM,10,2016,9,Sunday,Part One,TREMONT ST,42.34440738,-71.07081091,"(42.34440738, -71.07081091)"
I162065796,00617,Larceny,LARCENY THEFT FROM BUILDING,A1,90,,08/15/2016 09:18:00 AM,9,2016,8,Monday,Part One,COMMERCIAL ST,42.36579076,-71.05116185,"(42.36579076, -71.05116185)"
I162081036,00617,Larceny,LARCENY THEFT FROM BUILDING,A1,115,,09/26/2016 06:00:00 PM,18,2016,9,Monday,Part One,BEACH ST,42.35054099,-71.05702804,"(42.35054099, -71.05702804)"
I162021659,00617,Larceny,LARCENY THEFT FROM BUILDING,C6,914,,03/20/2016 08:10:00 AM,8,2016,3,Sunday,Part One,OLD COLONY AVE,42.32557398,-71.0524813,"(42.32557398, -71.0524813)"
I162038826,00616,Larceny,LARCENY THEFT OF BICYCLE,D14,794,,05/17/2016 12:00:00 PM,12,2016,5,Tuesday,Part One,GLENVILLE AVE,42.35091402,-71.13197892,"(42.35091402, -71.13197892)"
I162074429,00619,Larceny,LARCENY ALL OTHERS,A1,99,,09/12/2016 10:00:00 AM,10,2016,9,Monday,Part One,STATE ST,42.35892253,-71.05635419,"(42.35892253, -71.05635419)"
I162007876,00613,Larceny,LARCENY SHOPLIFTING,D4,143,,01/29/2016 05:50:00 PM,17,2016,1,Friday,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I162064091,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E18,480,,08/09/2016 10:48:00 PM,22,2016,8,Tuesday,Part One,CUMMINS HWY,42.27042943,-71.10069324,"(42.27042943, -71.10069324)"
I162044193,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,824,,05/24/2016 12:00:00 AM,0,2016,5,Tuesday,Part One,LEXINGTON ST,42.37987589,-71.03171809,"(42.37987589, -71.03171809)"
I162027594,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D14,799,,04/09/2016 07:49:00 PM,19,2016,4,Saturday,Part One,ASHFORD ST,42.35458677,-71.12673268,"(42.35458677, -71.12673268)"
I162017638,00615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,E13,506,,03/02/2016 10:00:00 AM,10,2016,3,Wednesday,Part One,WALK HILL ST,42.29392745,-71.1142931,"(42.29392745, -71.1142931)"
I162030274,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,219,,04/15/2016 05:00:00 PM,17,2016,4,Friday,Part One,DIXFIELD ST,42.33174147,-71.04742578,"(42.33174147, -71.04742578)"
I162026711,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E18,527,,04/06/2016 09:47:00 PM,21,2016,4,Wednesday,Part One,PRESCOTT ST,42.23651388,-71.13317161,"(42.23651388, -71.13317161)"
I162014361,00724,Auto Theft,AUTO THEFT,D14,804,,02/20/2016 06:00:00 AM,6,2016,2,Saturday,Part One,GUEST ST,42.35674413,-71.14367007,"(42.35674413, -71.14367007)"
I162001854,00301,Robbery,ROBBERY - STREET,E13,574,,01/07/2016 03:05:00 PM,15,2016,1,Thursday,Part One,GREEN ST,42.30983976,-71.10553022,"(42.30983976, -71.10553022)"
I162032508,00613,Larceny,LARCENY SHOPLIFTING,C11,247,,04/26/2016 07:37:00 PM,19,2016,4,Tuesday,Part One,DORCHESTER AVE,42.31322413,-71.05715277,"(42.31322413, -71.05715277)"
I162038935,00311,Robbery,ROBBERY - COMMERCIAL,E18,520,,05/18/2016 08:45:00 PM,20,2016,5,Wednesday,Part One,RIVER ST,42.25572957,-71.12484898,"(42.25572957, -71.12484898)"
I162050813,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,280,,06/26/2016 04:00:00 AM,4,2016,6,Sunday,Part One,WARREN ST,42.32902469,-71.08341505,"(42.32902469, -71.08341505)"
I162064206,00617,Larceny,LARCENY THEFT FROM BUILDING,D14,788,,08/09/2016 08:00:00 AM,8,2016,8,Tuesday,Part One,COMMONWEALTH AVE,42.33970952,-71.15175699,"(42.33970952, -71.15175699)"
I162047502,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B3,418,,06/15/2016 09:00:00 PM,21,2016,6,Wednesday,Part One,MAXWELL ST,42.28220579,-71.07791871,"(42.28220579, -71.07791871)"
I162070700,00617,Larceny,LARCENY THEFT FROM BUILDING,D4,153,,08/30/2016 10:01:00 PM,22,2016,8,Tuesday,Part One,DARTMOUTH ST,42.34410447,-71.0743747,"(42.34410447, -71.0743747)"
I162024961,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,298,,03/31/2016 08:10:00 AM,8,2016,3,Thursday,Part One,CIRCUIT SQ,42.32337662,-71.08664761,"(42.32337662, -71.08664761)"
I162071136,00616,Larceny,LARCENY THEFT OF BICYCLE,A1,106,,08/31/2016 07:00:00 AM,7,2016,8,Wednesday,Part One,SUMMER ST,42.35332464,-71.05727637,"(42.35332464, -71.05727637)"
I162073358,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,26,,09/08/2016 08:00:00 PM,20,2016,9,Thursday,Part One,BORDER ST,42.38229155,-71.04036424,"(42.38229155, -71.04036424)"
I162040810,00617,Larceny,LARCENY THEFT FROM BUILDING,D14,795,,05/25/2016 10:35:00 AM,10,2016,5,Wednesday,Part One,ARMINGTON ST,42.3524587,-71.13762608,"(42.3524587, -71.13762608)"
I162061855,00617,Larceny,LARCENY THEFT FROM BUILDING,E18,521,,08/02/2016 02:13:00 PM,14,2016,8,Tuesday,Part One,RIVER ST,42.25592648,-71.12317207,"(42.25592648, -71.12317207)"
I162025474,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,296,,04/02/2016 08:25:00 AM,8,2016,4,Saturday,Part One,WARREN ST,42.32437012,-71.08279538,"(42.32437012, -71.08279538)"
I162002006,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,162,,01/07/2016 06:30:00 AM,6,2016,1,Thursday,Part One,SHAWMUT AVE,42.34468541,-71.0668795,"(42.34468541, -71.0668795)"
I162076044,00613,Larceny,LARCENY SHOPLIFTING,D4,143,,09/17/2016 03:49:00 PM,15,2016,9,Saturday,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I162009073,00617,Larceny,LARCENY THEFT FROM BUILDING,B2,325,,02/02/2016 12:00:00 PM,12,2016,2,Tuesday,Part One,WOODCLIFF ST,42.31610241,-71.07756199,"(42.31610241, -71.07756199)"
I162060194,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,E13,573,,07/28/2016 12:38:00 AM,0,2016,7,Thursday,Part One,KENTON RD,42.30736244,-71.10661059,"(42.30736244, -71.10661059)"
I162078973,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,937,,09/26/2016 10:11:00 PM,22,2016,9,Monday,Part One,CAMDEN ST,42.33744115,-71.08057671,"(42.33744115, -71.08057671)"
I162078296,00616,Larceny,LARCENY THEFT OF BICYCLE,D14,796,,09/24/2016 06:03:13 PM,18,2016,9,Saturday,Part One,LINDEN ST,42.35179211,-71.13023989,"(42.35179211, -71.13023989)"
I162055374,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,,,07/12/2016 10:54:51 AM,10,2016,7,Tuesday,Part One,,,,"(0E-8, 0E-8)"
I162056906,00724,Auto Theft,AUTO THEFT,D4,135,,07/17/2016 01:00:00 PM,13,2016,7,Sunday,Part One,BEACON ST,42.35275712,-71.08240215,"(42.35275712, -71.08240215)"
I162066829,00724,Auto Theft,AUTO THEFT,B2,263,,08/17/2016 09:40:00 PM,21,2016,8,Wednesday,Part One,HUCKINS ST,42.32368852,-71.07519735,"(42.32368852, -71.07519735)"
I162074761,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,258,,09/13/2016 07:00:00 AM,7,2016,9,Tuesday,Part One,VIRGINIA ST,42.31539445,-71.06860329,"(42.31539445, -71.06860329)"
I162008699,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,466,,02/01/2016 07:00:00 PM,19,2016,2,Monday,Part One,COURTLAND RD,42.28630083,-71.09447003,"(42.28630083, -71.09447003)"
I162019495,00613,Larceny,LARCENY SHOPLIFTING,C6,200,,03/12/2016 10:10:00 PM,22,2016,3,Saturday,Part One,W BROADWAY,42.34234193,-71.05633276,"(42.34234193, -71.05633276)"
I162002179,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,805,,01/02/2016 05:30:00 PM,17,2016,1,Saturday,Part One,LAWRENCE ST,42.35910457,-71.14269668,"(42.35910457, -71.14269668)"
I162029903,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,598,,04/17/2016 05:30:00 PM,17,2016,4,Sunday,Part One,DALTON ST,42.3470248,-71.08516365,"(42.3470248, -71.08516365)"
I162045154,00617,Larceny,LARCENY THEFT FROM BUILDING,B2,319,,06/07/2016 05:30:00 PM,17,2016,6,Tuesday,Part One,BLUE HILL AVE,42.30751728,-71.08397469,"(42.30751728, -71.08397469)"
I162005184,00724,Auto Theft,AUTO THEFT,E18,486,,01/15/2016 08:00:00 AM,8,2016,1,Friday,Part One,ROSEBERY RD,42.26752699,-71.10366396,"(42.26752699, -71.10366396)"
I162016928,00617,Larceny,LARCENY THEFT FROM BUILDING,D4,271,,02/20/2016 07:00:00 PM,19,2016,2,Saturday,Part One,WASHINGTON ST,42.3353741,-71.0783156,"(42.3353741, -71.0783156)"
I162039689,00617,Larceny,LARCENY THEFT FROM BUILDING,C11,360,,05/14/2016 10:00:00 PM,22,2016,5,Saturday,Part One,PAISLEY PARK,42.29707502,-71.06381418,"(42.29707502, -71.06381418)"
I162042857,00542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,A15,41,,05/31/2016 08:33:00 PM,20,2016,5,Tuesday,Part One,BUNKER HILL ST,42.37679994,-71.05700887,"(42.37679994, -71.05700887)"
I162030937,00619,Larceny,LARCENY ALL OTHERS,B2,282,,04/21/2016 11:20:00 AM,11,2016,4,Thursday,Part One,WARREN ST,42.32823419,-71.08328981,"(42.32823419, -71.08328981)"
I162007194,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B3,439,,01/27/2016 01:10:00 PM,13,2016,1,Wednesday,Other,TALBOT AVE,42.29219838,-71.07873065,"(42.29219838, -71.07873065)"
I162019953,00613,Larceny,LARCENY SHOPLIFTING,B2,237,,03/14/2016 02:14:00 PM,14,2016,3,Monday,Part One,COLUMBIA RD,42.32015319,-71.06220377,"(42.32015319, -71.06220377)"
I162027793,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,,,04/10/2016 01:30:00 PM,13,2016,4,Sunday,Part One,,,,"(0E-8, 0E-8)"
I162071030,00311,Robbery,ROBBERY - COMMERCIAL,B2,265,,08/31/2016 10:27:00 PM,22,2016,8,Wednesday,Part One,BLUE HILL AVE,42.32016095,-71.0777729,"(42.32016095, -71.0777729)"
I162022851,00617,Larceny,LARCENY THEFT FROM BUILDING,D4,137,,01/28/2016 01:09:00 PM,13,2016,1,Thursday,Part One,COMMONWEALTH AVE,42.35023814,-71.08356549,"(42.35023814, -71.08356549)"
I162023287,00301,Robbery,ROBBERY - STREET,D4,145,,03/25/2016 08:00:00 PM,20,2016,3,Friday,Part One,SAINT BOTOLPH ST,42.34295139,-71.0831454,"(42.34295139, -71.0831454)"
I162035893,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E13,642,,05/08/2016 07:00:00 PM,19,2016,5,Sunday,Part One,MYRTLE ST,42.31408461,-71.11627929,"(42.31408461, -71.11627929)"
I162005450,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,752,,01/20/2016 08:27:00 PM,20,2016,1,Wednesday,Part One,CRESCENT CIRT,-1,-1,"(-1, -1)"
I162014297,00613,Larceny,LARCENY SHOPLIFTING,E13,635,,02/23/2016 08:13:00 AM,8,2016,2,Tuesday,Part One,CENTRE ST,42.31929343,-71.11178236,"(42.31929343, -71.11178236)"
I162016021,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,586,,02/27/2016 11:14:00 AM,11,2016,2,Saturday,Part One,TERRACE ST,42.32746198,-71.09852527,"(42.32746198, -71.09852527)"
I162062265,00521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,B3,453,,08/03/2016 05:29:00 PM,17,2016,8,Wednesday,Part One,BRADLEE ST,42.29714531,-71.07409528,"(42.29714531, -71.07409528)"
I162065804,00619,Larceny,LARCENY ALL OTHERS,C11,348,,08/13/2016 09:00:00 PM,21,2016,8,Saturday,Part One,KIMBALL ST,42.30465964,-71.0580552,"(42.30465964, -71.0580552)"
I162059998,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,435,,07/27/2016 08:00:00 AM,8,2016,7,Wednesday,Part One,NORFOLK ST,42.2874272,-71.07853773,"(42.2874272, -71.07853773)"
I162027483,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),D14,766,,04/09/2016 12:37:00 PM,12,2016,4,Saturday,Other,FANEUIL ST,42.35503898,-71.15642025,"(42.35503898, -71.15642025)"
I162063833,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,291,,08/09/2016 08:08:00 AM,8,2016,8,Tuesday,Part One,LINWOOD SQ,42.3288976,-71.09359501,"(42.3288976, -71.09359501)"
I162078985,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,624,,09/26/2016 11:56:00 PM,23,2016,9,Monday,Part One,BOYLSTON ST,42.34489594,-71.09659186,"(42.34489594, -71.09659186)"
I162019613,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11,235,,03/13/2016 10:23:00 AM,10,2016,3,Sunday,Part One,MOSELEY ST,42.31972204,-71.05523096,"(42.31972204, -71.05523096)"
I162051497,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,346,,06/29/2016 05:39:00 AM,5,2016,6,Wednesday,Part One,MARIE ST,42.30555133,-71.06398068,"(42.30555133, -71.06398068)"
I162044570,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E18,481,,06/06/2016 08:45:00 AM,8,2016,6,Monday,Part One,HOLLINGSWORTH ST,42.26809427,-71.0990997,"(42.26809427, -71.0990997)"
I162071022,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,157,,08/31/2016 10:10:00 PM,22,2016,8,Wednesday,Part One,W NEWTON ST,42.34063708,-71.07572281,"(42.34063708, -71.07572281)"
I162050266,00111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B3,420,Y,06/24/2016 03:22:00 PM,15,2016,6,Friday,Part One,DOONE AVE,42.27807456,-71.08254983,"(42.27807456, -71.08254983)"
I162066587,00617,Larceny,LARCENY THEFT FROM BUILDING,B2,182,,08/17/2016 03:00:00 PM,15,2016,8,Wednesday,Part One,DUDLEY ST,,,"(0E-8, 0E-8)"
I162047077,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,396,Y,06/14/2016 04:57:00 PM,16,2016,6,Tuesday,Part One,DORCHESTER AVE,42.29025219,-71.06304942,"(42.29025219, -71.06304942)"
I162029221,00613,Larceny,LARCENY SHOPLIFTING,D14,795,,04/15/2016 01:59:00 AM,1,2016,4,Friday,Part One,CAMBRIDGE ST,42.35343384,-71.13786355,"(42.35343384, -71.13786355)"
I162035775,00613,Larceny,LARCENY SHOPLIFTING,C11,351,,05/08/2016 11:59:00 AM,11,2016,5,Sunday,Part One,DORCHESTER AVE,42.30028028,-71.06015261,"(42.30028028, -71.06015261)"
I162003576,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E13,582,,01/13/2016 08:00:00 AM,8,2016,1,Wednesday,Part One,DAY ST,42.32309351,-71.10966113,"(42.32309351, -71.10966113)"
I162069405,00617,Larceny,LARCENY THEFT FROM BUILDING,D4,630,,08/26/2016 07:15:00 PM,19,2016,8,Friday,Part One,PARK DR,42.34797228,-71.10576965,"(42.34797228, -71.10576965)"
I162075816,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,770,,09/16/2016 09:00:00 AM,9,2016,9,Friday,Part One,BENNETT ST,42.35111771,-71.15321411,"(42.35111771, -71.15321411)"
I162070230,00613,Larceny,LARCENY SHOPLIFTING,B2,329,,08/26/2016 09:00:00 AM,9,2016,8,Friday,Part One,BLUE HILL AVE,42.30896999,-71.08284839,"(42.30896999, -71.08284839)"
I162045124,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,C11,236,,06/07/2016 08:00:00 PM,20,2016,6,Tuesday,Part One,COLUMBIA RD,42.32030801,-71.05765038,"(42.32030801, -71.05765038)"
I162046798,00617,Larceny,LARCENY THEFT FROM BUILDING,E13,579,,06/13/2016 12:00:00 PM,12,2016,6,Monday,Part One,WYMAN PL,42.32268057,-71.10195846,"(42.32268057, -71.10195846)"
I162025762,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A7,22,,04/03/2016 10:27:00 AM,10,2016,4,Sunday,Part One,MARION ST,42.37575891,-71.03536688,"(42.37575891, -71.03536688)"
I162068129,00616,Larceny,LARCENY THEFT OF BICYCLE,E13,578,,08/22/2016 06:07:00 PM,18,2016,8,Monday,Part One,SHERIDAN ST,42.32149461,-71.10848841,"(42.32149461, -71.10848841)"
I162041287,00617,Larceny,LARCENY THEFT FROM BUILDING,A1,94,,05/26/2016 03:30:00 PM,15,2016,5,Thursday,Part One,STATE ST,42.35942556,-71.05288819,"(42.35942556, -71.05288819)"
I162058201,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),,,,07/21/2016 06:32:00 PM,18,2016,7,Thursday,Other,,42.30712626,-71.07972431,"(42.30712626, -71.07972431)"
I162041972,00616,Larceny,LARCENY THEFT OF BICYCLE,D4,619,,05/24/2016 07:30:00 PM,19,2016,5,Tuesday,Part One,WESTLAND AVE,42.34376458,-71.08866865,"(42.34376458, -71.08866865)"
I162006185,00521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,D14,794,,01/23/2016 02:00:00 PM,14,2016,1,Saturday,Part One,PARK VALE AVE,42.35182446,-71.13313369,"(42.35182446, -71.13313369)"
I162063440,00613,Larceny,LARCENY SHOPLIFTING,C11,355,,08/07/2016 08:11:00 PM,20,2016,8,Sunday,Part One,DORCHESTER AVE,42.29666202,-71.06121836,"(42.29666202, -71.06121836)"
I162007659,00423,Aggravated Assault,ASSAULT - AGGRAVATED,D4,143,,01/29/2016 05:04:00 AM,5,2016,1,Friday,Part One,HUNTINGTON AVE,42.34613087,-71.08094439,"(42.34613087, -71.08094439)"
I162030311,00619,Larceny,LARCENY ALL OTHERS,D14,778,,04/14/2016 04:00:00 PM,16,2016,4,Thursday,Part One,WASHINGTON ST,42.34905512,-71.15235302,"(42.34905512, -71.15235302)"
I162057584,00615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,E13,638,,07/19/2016 05:49:00 PM,17,2016,7,Tuesday,Part One,DANFORTH ST,42.31755171,-71.1053453,"(42.31755171, -71.1053453)"
I162043453,00616,Larceny,LARCENY THEFT OF BICYCLE,C6,936,,06/02/2016 07:55:00 PM,19,2016,6,Thursday,Part One,D ST,42.3373198,-71.05257179,"(42.3373198, -71.05257179)"
I162014465,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,231,,02/23/2016 07:12:00 PM,19,2016,2,Tuesday,Part One,E SEVENTH ST,42.33234335,-71.03290552,"(42.33234335, -71.03290552)"
I162063510,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,,,08/08/2016 03:37:00 AM,3,2016,8,Monday,Part One,,,,"(0E-8, 0E-8)"
I162070091,00616,Larceny,LARCENY THEFT OF BICYCLE,E13,645,,08/23/2016 08:00:00 PM,20,2016,8,Tuesday,Part One,BROWN TER,42.31212271,-71.11341576,"(42.31212271, -71.11341576)"
I162031468,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A15,55,,04/22/2016 09:00:00 AM,9,2016,4,Friday,Part One,SCHOOL ST,42.37796835,-71.06415861,"(42.37796835, -71.06415861)"
I162064598,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,97,,07/14/2016 12:00:00 PM,12,2016,7,Thursday,Part One,WASHINGTON ST,42.35783831,-71.05795495,"(42.35783831, -71.05795495)"
I162061186,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E13,609,,07/31/2016 02:00:00 AM,2,2016,7,Sunday,Part One,BYNNER ST,42.32364847,-71.11094047,"(42.32364847, -71.11094047)"
I162045889,00619,Larceny,LARCENY ALL OTHERS,B3,476,,06/10/2016 03:48:00 PM,15,2016,6,Friday,Part One,BLUE HILL AVE,42.26817397,-71.09387677,"(42.26817397, -71.09387677)"
I162002492,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,598,,01/09/2016 06:26:00 PM,18,2016,1,Saturday,Part One,SAINT CECILIA ST,42.34715742,-71.08656275,"(42.34715742, -71.08656275)"
I162046096,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,619,,06/08/2016 08:00:00 AM,8,2016,6,Wednesday,Part One,WESTLAND AVE,42.34376458,-71.08866865,"(42.34376458, -71.08866865)"
I162006779,00615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,B2,326,,01/26/2016 05:51:00 AM,5,2016,1,Tuesday,Part One,BLUE HILL AVE,42.31255112,-71.08021287,"(42.31255112, -71.08021287)"
I162022370,00613,Larceny,LARCENY SHOPLIFTING,D4,134,,03/22/2016 06:35:00 PM,18,2016,3,Tuesday,Part One,BOYLSTON ST,42.35095909,-71.0741278,"(42.35095909, -71.0741278)"
I162001613,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E13,645,,01/06/2016 03:00:00 PM,15,2016,1,Wednesday,Part One,CENTRE ST,42.31301079,-71.11410524,"(42.31301079, -71.11410524)"
I162045594,00613,Larceny,LARCENY SHOPLIFTING,E18,525,,06/09/2016 04:49:00 PM,16,2016,6,Thursday,Part One,TRUMAN PKWY,42.24124926,-71.12629908,"(42.24124926, -71.12629908)"
I162044748,00619,Larceny,LARCENY ALL OTHERS,E18,524,,06/06/2016 06:30:00 PM,18,2016,6,Monday,Part One,TRUMAN PKWY,42.2444067,-71.12621017,"(42.2444067, -71.12621017)"
I162066898,00619,Larceny,LARCENY ALL OTHERS,B2,584,,08/18/2016 12:40:00 PM,12,2016,8,Thursday,Part One,LAWN ST,42.32643571,-71.10411063,"(42.32643571, -71.10411063)"
I162025284,00619,Larceny,LARCENY ALL OTHERS,B3,908,,04/01/2016 03:10:00 PM,15,2016,4,Friday,Part One,FRANKLIN HILL AVE,42.29490954,-71.09019249,"(42.29490954, -71.09019249)"
I162075662,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,369,,09/16/2016 08:30:00 AM,8,2016,9,Friday,Part One,NEPONSET AVE,42.29468307,-71.05274587,"(42.29468307, -71.05274587)"
I162068806,00611,Larceny,LARCENY PICK-POCKET,C6,193,,08/20/2016 09:00:00 PM,21,2016,8,Saturday,Part One,DORCHESTER ST,42.330253,-71.05559939,"(42.330253, -71.05559939)"
I162044275,00617,Larceny,LARCENY THEFT FROM BUILDING,E13,303,,06/05/2016 04:05:00 PM,16,2016,6,Sunday,Part One,W WALNUT PARK,42.31865822,-71.1006718,"(42.31865822, -71.1006718)"
I162030564,00617,Larceny,LARCENY THEFT FROM BUILDING,D14,771,,04/15/2016 06:00:00 AM,6,2016,4,Friday,Part One,WASHINGTON ST,42.34913254,-71.15423043,"(42.34913254, -71.15423043)"
I162068990,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C6,914,,06/10/2016 07:00:00 AM,7,2016,6,Friday,Part One,OLD COLONY AVE,42.32557398,-71.0524813,"(42.32557398, -71.0524813)"
I162077881,00423,Aggravated Assault,ASSAULT - AGGRAVATED,C11,351,,09/23/2016 01:06:00 PM,13,2016,9,Friday,Part One,DORCHESTER AVE,42.29977582,-71.06029763,"(42.29977582, -71.06029763)"
I162001685,00616,Larceny,LARCENY THEFT OF BICYCLE,A1,77,,01/07/2016 01:55:00 AM,1,2016,1,Thursday,Part One,CONGRESS ST,42.36139413,-71.0576869,"(42.36139413, -71.0576869)"
I162057017,00423,Aggravated Assault,ASSAULT - AGGRAVATED,E13,577,,07/17/2016 09:25:00 PM,21,2016,7,Sunday,Part One,WASHINGTON ST,42.31485546,-71.0992241,"(42.31485546, -71.0992241)"
